timestamp,jobid,n,processes,threads,distribution,schedule,computation_time,total_time,primes_found
2026-09-17T14:25:53Z,140403,100000000,2,4,weighted,dynamic,7.086147,7.676111,5761455
2026-09-17T14:25:54Z,140400,100000000,2,2,weighted,static,13.827289,14.417195,5761455
2026-09-17T14:25:54Z,140404,100000000,2,8,block,guided,4.239765,4.804887,5761455
2026-09-17T14:25:54Z,140407,100000000,4,2,block,dynamic,9.965791,10.806874,5761455
2026-09-17T14:25:55Z,140398,100000000,2,2,block,static,16.769866,17.281307,5761455
2026-09-17T14:25:57Z,140401,100000000,2,4,block,dynamic,8.409562,8.999472,5761455
2026-09-17T14:25:58Z,140405,100000000,2,8,cyclic,guided,3.389255,4.234350,5761455
2026-09-17T14:25:59Z,140404,100000000,2,8,block,guided,4.236538,4.784418,5761455
2026-09-17T14:26:00Z,140402,100000000,2,4,cyclic,dynamic,6.699954,7.504468,5761455
2026-09-17T14:26:01Z,140409,100000000,4,2,weighted,static,7.157037,7.706246,5761455
2026-09-17T14:26:01Z,140408,100000000,4,2,cyclic,dynamic,6.730906,7.633904,5761455
2026-09-17T14:26:02Z,140403,100000000,2,4,weighted,dynamic,7.956349,8.507562,5761455
2026-09-17T14:26:05Z,140410,100000000,4,4,block,static,4.661881,5.354058,5761455
2026-09-17T14:26:05Z,140411,100000000,4,4,cyclic,static,3.375447,4.197347,5761455
2026-09-17T14:26:06Z,140407,100000000,4,2,block,dynamic,10.146267,10.771084,5761455
2026-09-17T14:26:07Z,140401,100000000,2,4,block,dynamic,8.726261,9.336661,5761455
2026-09-17T14:26:08Z,140399,100000000,2,2,cyclic,dynamic,13.372645,14.225531,5761455
2026-09-17T14:26:08Z,140402,100000000,2,4,cyclic,guided,6.702206,7.504248,5761455
2026-09-17T14:26:09Z,140409,100000000,4,2,weighted,static,7.157457,7.730057,5761455
2026-09-17T14:26:09Z,140408,100000000,4,2,cyclic,dynamic,6.754869,7.557650,5761455
2026-09-17T14:26:09Z,140400,100000000,2,2,weighted,dynamic,13.882561,14.480918,5761455
2026-09-17T14:26:10Z,140403,100000000,2,4,weighted,guided,6.935495,7.510767,5761455
2026-09-17T14:26:10Z,140411,100000000,4,4,cyclic,static,3.613176,4.476224,5761455
2026-09-17T14:26:11Z,140410,100000000,4,4,block,static,4.515079,5.184901,5761455
2026-09-17T14:26:13Z,140398,100000000,2,2,block,static,16.780182,17.282312,5761455
2026-09-17T14:26:15Z,140411,100000000,4,4,cyclic,static,3.372736,4.218264,5761455
